userId,damage,enemy,timestamp,sessionId,death,weaponName,weaponType
01HV7F2Z03B3X3SG7MZC30PSJ2,1197.0,oDCMobRedArmsRaid,2025-02-16 01:56:35.499000 UTC,01JM67GC2MKXF9YETGFE0N2ABW,0.0,ability_bomb,bomb
01HV7F2Z03B3X3SG7MZC30PSJ2,1148.0,oDCMobRedArmsRaid,2025-02-16 01:21:51.500000 UTC,01JM65GKWNT56HV9DQQBZ4GF4Y,0.0,ability_bomb,bomb
01HV7F2Z03B3X3SG7MZC30PSJ2,212.0,oDCMobRedArmsRaid,2025-02-16 01:55:32.499000 UTC,01JM67EPJ5ZT3NJ9XPJB304AQ3,0.0,ability_chain_lightning,chain_lightning
01HV7F2Z03B3X3SG7MZC30PSJ2,424.0,oDCMobRedArmsRaid,2025-02-16 01:45:05.500000 UTC,01JM66VEZEPBWQAYHYDVWRXY3Y,0.0,ability_chain_lightning,chain_lightning
01HV7F2Z03B3X3SG7MZC30PSJ2,4783.0,oDCMobRedArmsRaid,2025-02-16 01:03:04.499000 UTC,01JM64DHJRMN7SMMJY510P8J4C,0.0,ability_chakram,chakram
01HV7F2Z03B3X3SG7MZC30PSJ2,2418.0,oDCMobRedArmsRaid,2025-02-16 01:34:09.499000 UTC,01JM666NABWX58BSAKZMTHZVYP,0.0,ability_chakram,chakram
01HV7F2Z03B3X3SG7MZC30PSJ2,817.0,oDCMobRedArmsRaid,2025-02-16 01:52:17.500000 UTC,01JM678FMQAD7SBCVXP035WQG9,1.0,ability_chakram,chakram
01HV7F2Z03B3X3SG7MZC30PSJ2,446.0,oDCMobRedArmsRaid,2025-02-16 01:43:30.500000 UTC,01JM66RG700PVKGJR5FMVGET5Z,0.0,ability_drone,drone
01HV7F2Z03B3X3SG7MZC30PSJ2,446.0,oDCMobRedArmsRaid,2025-02-16 01:04:29.499000 UTC,01JM64G2Y0FPC2S9MYM5H0DADJ,0.0,ability_drone,drone
01HV7F2Z03B3X3SG7MZC30PSJ2,280.0,oDCMobRedArmsRaid,2025-02-16 01:59:45.500000 UTC,01JM67PABPVP1QX8W5CDDBTP09,0.0,ability_icecube,icecube
01HV7F2Z03B3X3SG7MZC30PSJ2,288.0,oDCMobRedArmsRaid,2025-02-16 01:08:57.500000 UTC,01JM64S49ZC3P7TPQD9HCATD24,0.0,ability_icecube,icecube
01HV7F2Z03B3X3SG7MZC30PSJ2,1083.0,oDCMobRedArmsRaid,2025-02-16 01:26:05.499000 UTC,01JM65RHSMFG3D0182ERW0CPVG,0.0,ability_icecube,icecube
01HV7F2Z03B3X3SG7MZC30PSJ2,1769.0,oDCMobRedArmsRaid,2025-02-16 01:53:55.500000 UTC,01JM67AA95JR1Y7JFEB3BBVHP3,0.0,ability_kusarigama,kusarigama
01HV7F2Z03B3X3SG7MZC30PSJ2,918.0,oDCMobRedArmsRaid,2025-02-16 01:03:04.499000 UTC,01JM64DHJRMN7SMMJY510P8J4C,0.0,ability_kusarigama,kusarigama
01HV7F2Z03B3X3SG7MZC30PSJ2,900.0,oDCMobRedArmsRaid,2025-02-16 01:04:29.499000 UTC,01JM64G2Y0FPC2S9MYM5H0DADJ,0.0,ability_kusarigama,kusarigama
01HV7F2Z03B3X3SG7MZC30PSJ2,937.0,oDCMobRedArmsRaid,2025-02-16 01:16:08.500000 UTC,01JM6564QGG24JNV9BSRG93ZEF,0.0,ability_kusarigama,kusarigama
01HV7F2Z03B3X3SG7MZC30PSJ2,827.0,oDCMobRedArmsRaid,2025-02-16 01:24:00.500000 UTC,01JM65MP0VWJ99SWW1367A7ZVJ,0.0,ability_machinegun,machinegun
01HV7F2Z03B3X3SG7MZC30PSJ2,345.0,oDCMobRedArmsRaid,2025-02-16 01:05:48.499000 UTC,01JM64K9KYJSNCWNKYP6MS6WS8,0.0,ability_machinegun,machinegun
