sessionId,userId,gameModeName,gameTime,userType,entryTime,exitTime,duration,roomName,roomType,roomSequence,combatRoomNumber,dungeonRoomNumber,eventType,weaponName,total_damage,damage,ability_pyrosphere,ability_minigun,ability_machinegun,ability_bomb_blackhole,ability_bomb,ability_drone,ability_chakram,ability_smg_gleamtwins,ability_kusarigama,ability_chain_lightning,ability_ice_cube,ability_renew,ability_healing_mark,enemyKills,PartyMembers
01JJG23ZQ64V7BN0SCQWSGBCVJ,01HWXE731KZQ8FH60JPJ0GCTHM,,,,2025-01-26 01:02:58.500000 UTC,2025-01-26 01:10:58.500000 UTC,480,DCCombatEmpty_Lush,combat_combat,0.0,1,1,died,arms_sword_ferrox,226332.0,109896.0,,,17160.0,,,,99276.0,,,,,,,4,1
01JJG25YTXNWSJYHQ0FH0GXASD,01HV7TBAM2398RTAPXN6KX9B2B,,,,2025-01-26 01:04:03.499000 UTC,2025-01-26 01:27:37.499000 UTC,1414,DCCombatEmpty_Lush,combat_combat,0.0,1,1,died,arms_ac0003,434065.0,184111.0,,,84481.0,,,,165473.0,,,,,,,16,3
01JJG27X0JVACRBSCR33G8E4VD,01HV9SK9ZPM76W38DEAHGGK0J4,,,,2025-01-26 01:05:07.499000 UTC,2025-01-26 01:06:22.500000 UTC,75,DCCombatEmpty_Lush,combat_combat,0.0,1,1,died,arms_sword_ferrox,21124.0,17744.0,3380.0,,,,,,,,,,,,,0,1
01JJG4TGWTZP80HXPSGYFS9WH7,01HVXEJ1KKHCAJC0542Q7VAN70,,,,2025-01-26 01:50:14.500000 UTC,2025-01-26 01:52:19.500000 UTC,125,DCCombatEmpty_Lush,combat_combat,0.0,1,1,died,arms_ac0002,7771.0,6464.0,,1307.0,,,,,,,,,,,,4,1
01JJG2HPE6T22H2BYT647SWXV6,01JHF0279BQ392DY10F5729ZAK,,,,2025-01-26 01:10:27.500000 UTC,2025-01-26 01:24:42.499000 UTC,854,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_hammer_chronosteel,398714.0,173892.0,38012.0,,,,,,140578.0,,46232.0,,,,,6,1
01JJG2ZAED5KFBBYH7NPDY78G2,01JF1DVVMSZN28G42DZHJ10GKC,,,,2025-01-26 01:17:54.499000 UTC,2025-01-26 01:31:41.500000 UTC,827,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_sword_tritium,76084.0,37804.0,30011.0,8269.0,,,,,,,,,,,,1,7
01JJG3JXHY4T3P8HT3ECY5MX51,01JGSX3NQVS1YXDESH5FY4W07P,,,,2025-01-26 01:28:36.500000 UTC,2025-01-26 01:47:56.499000 UTC,1159,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_aa0002,887.0,515.0,,,,,,,,,,,372.0,,,1,4
01JJG1ZM3E4FHDTTEG5CWD0BT1,01JFA9NV9FXVT7HGJ26XJMYBJS,,,,2025-01-26 01:00:35.500000 UTC,2025-01-26 01:17:16.499000 UTC,1000,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_sword_tritium,64273.0,31591.0,23045.0,,,,1603.0,,,8034.0,,,,,,10,8
01JJG2DR86CEEW73CFR4X2PQ2S,01J1FBBBMDZCWXVPCS11J6R118,,,,2025-01-26 01:08:19.500000 UTC,2025-01-26 01:10:43.500000 UTC,144,DCCombatEmpty_Lush,combat_combat,0.0,1,1,died,arms_sword_ferrox,30208.0,26318.0,2051.0,,,,1839.0,,,,,,,,,3,1
01JJG1ZM3E4FHDTTEG5CWD0BT1,01HV7P2RS9VH7V74BV3FMTYH98,,,,2025-01-26 01:00:35.500000 UTC,2025-01-26 01:17:16.499000 UTC,1000,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_sword_ferrox,138483.0,19561.0,,,9666.0,,,,109256.0,,,,,,,3,8
01JJG1ZM3E4FHDTTEG5CWD0BT1,01JF1DVVMSZN28G42DZHJ10GKC,,,,2025-01-26 01:00:35.500000 UTC,2025-01-26 01:17:16.499000 UTC,1000,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_sword_tritium,141897.0,15205.0,,,20547.0,,,,76476.0,29669.0,,,,,,0,8
01JJG4CRSTEN55DX3XD1NMCDQ9,01J1FBBBMDZCWXVPCS11J6R118,,,,2025-01-26 01:42:43.500000 UTC,2025-01-26 01:51:48.500000 UTC,545,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_axe_demon,392168.0,185078.0,83880.0,,,,,,123210.0,,,,,,,15,1
01JJG2ZAED5KFBBYH7NPDY78G2,01JFA9NV9FXVT7HGJ26XJMYBJS,,,,2025-01-26 01:17:54.499000 UTC,2025-01-26 01:31:41.500000 UTC,827,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_sword_tritium,100848.0,9474.0,,,,,,,65943.0,15843.0,9588.0,,,,,2,7
01JJG3JXHY4T3P8HT3ECY5MX51,01HV7VWSGKAPNZXNHC8QF6NHRT,,,,2025-01-26 01:28:36.500000 UTC,2025-01-26 01:47:56.499000 UTC,1159,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_sword_ferrox,96958.0,45546.0,29757.0,,,,21655.0,,,,,,,,,12,4
01JJG1ZM3E4FHDTTEG5CWD0BT1,01HV74Y9CEMS2PHHPT5YN624RC,,,dev,2025-01-26 01:00:35.500000 UTC,2025-01-26 01:17:16.499000 UTC,1000,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_lightning,2263.0,1570.0,,,,,,693.0,,,,,,,,0,8
01JJG1ZM3E4FHDTTEG5CWD0BT1,01HV849PM839WKK2WEC8K0P7N8,,,,2025-01-26 01:00:35.500000 UTC,2025-01-26 01:17:16.499000 UTC,1000,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_axe_demon,157311.0,72494.0,,10346.0,3943.0,,,,70528.0,,,,,,,3,8
01JJG1ZM3E4FHDTTEG5CWD0BT1,01JGP9EBHRESHMMGHRWX6VK5Z1,,,,2025-01-26 01:00:35.500000 UTC,2025-01-26 01:17:16.499000 UTC,1000,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_sword_chronosteel,39580.0,14908.0,,,,534.0,,24138.0,,,,,,,,7,8
01JJG20XMSYKDXH4TX37CKJ4TX,01HV7VWSGKAPNZXNHC8QF6NHRT,,,,2025-01-26 01:01:17.500000 UTC,2025-01-26 01:03:36.500000 UTC,139,DCCombatEmpty_Lush,combat_combat,0.0,1,1,abandoned,arms_sword_ferrox,35099.0,20809.0,,,3135.0,,,,,11155.0,,,,,,1,1
01JJG2K7GMFKZG2GY17GD4QFFD,01HWXE731KZQ8FH60JPJ0GCTHM,,,,2025-01-26 01:11:17.500000 UTC,2025-01-26 01:16:57.499000 UTC,339,DCCombatEmpty_Lush,combat_combat,0.0,1,1,died,arms_sword_ferrox,95897.0,40224.0,7507.0,,7662.0,,,,40504.0,,,,,,,5,1
01JJG2ZAED5KFBBYH7NPDY78G2,01HV849PM839WKK2WEC8K0P7N8,,,,2025-01-26 01:17:54.499000 UTC,2025-01-26 01:31:41.500000 UTC,827,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_axe_demon,140228.0,66353.0,32035.0,6423.0,,,,,35417.0,,,,,,,1,7
01JJG2ZAED5KFBBYH7NPDY78G2,01JFB3SVWM9YEAESRE416P9SKF,,,,2025-01-26 01:17:54.499000 UTC,2025-01-26 01:31:41.500000 UTC,827,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_sword_tritium,83052.0,20651.0,,,,658.0,,,61743.0,,,,,,,0,7
01JJG3JXHY4T3P8HT3ECY5MX51,01HV7TBAM2398RTAPXN6KX9B2B,,,,2025-01-26 01:28:36.500000 UTC,2025-01-26 01:47:56.499000 UTC,1159,DCCombatEmpty_Lush,combat_combat,0.0,1,1,extraction,arms_ac0003,235614.0,96257.0,,15929.0,26585.0,,,,,96843.0,,,,,,13,4
01JJG4Z6K77NM05FM3FXGRKDC6,01HVXEJ1KKHCAJC0542Q7VAN70,,,,2025-01-26 01:52:47.500000 UTC,2025-01-26 01:57:38.500000 UTC,291,DCCombatEmpty_Lush,combat_combat,0.0,1,1,died,arms_ac0002,47952.0,39136.0,,,2222.0,,6594.0,,,,,,,,,10,1
