userId,damage,enemy,timestamp,sessionId,death,weaponName,weaponType
01HV7EFBYARF800C2XFNMJJZ42,5420.0,oDCMobRedArmsRaid,2025-02-15 19:20:33.500000 UTC,01JM5GTQ0WE41FCWVK3QEBGVBR,0.0,arms_sword_ferrox,sword
01HV7EFBYARF800C2XFNMJJZ42,5119.0,oDCMobRedArmsRaid,2025-02-15 19:21:14.500000 UTC,01JM5GTQ0WE41FCWVK3QEBGVBR,0.0,arms_sword_ferrox,sword
01HV7EKXWQ792C35H78Q8TBWXZ,214.0,oDCMobRedArmsRaid,2025-02-15 19:37:51.500000 UTC,01JM5HT0EYX5G2Y2T6PPYCR3VT,0.0,ability_bomb_blackhole,bomb_blackhole
01HV7EKXWQ792C35H78Q8TBWXZ,227.0,oDCMobRedArmsRaid,2025-02-15 19:42:24.500000 UTC,01JM5J102N2SVM6BES9YJTAWG1,0.0,ability_drone,drone
01HV7EKXWQ792C35H78Q8TBWXZ,10097.0,oDCMobRedArmsRaid,2025-02-15 19:37:51.500000 UTC,01JM5HT0EYX5G2Y2T6PPYCR3VT,0.0,arms_sword_ferrox,sword
01HV7EKXWQ792C35H78Q8TBWXZ,2928.0,oDCMobRedArmsRaid,2025-02-15 19:42:27.500000 UTC,01JM5J102N2SVM6BES9YJTAWG1,0.0,arms_sword_ferrox,sword
01HV7ENYBRENNXEGTMVFGHN2DZ,277.0,oDCMobRedArmsRaid,2025-02-15 19:44:06.500000 UTC,01JM5J2SEFSC59GW3HTCTSX6WM,0.0,ability_bomb_blackhole,bomb_blackhole
01HV7ENYBRENNXEGTMVFGHN2DZ,162.0,oDCMobRedArmsRaid,2025-02-15 19:47:37.499000 UTC,01JM5J9MCAA63GJ0E4ZY2WKSG0,0.0,ability_bomb_blackhole,bomb_blackhole
01HV7ENYBRENNXEGTMVFGHN2DZ,278.0,oDCMobRedArmsRaid,2025-02-15 19:48:26.500000 UTC,01JM5J9MCAA63GJ0E4ZY2WKSG0,0.0,ability_bomb_blackhole,bomb_blackhole
01HV7ENYBRENNXEGTMVFGHN2DZ,107.0,oDCMobRedArmsRaid,2025-02-15 19:48:39.499000 UTC,01JM5J9MCAA63GJ0E4ZY2WKSG0,0.0,ability_bomb_blackhole,bomb_blackhole
